YEAR,QUARTER,MONTH,PEAK DEMAND,DEMAND MET,REGION,STATE,DEMAND NOT MET,DEMAND
2016,Q4,12,13319,13316,SOUTH,TAMILNADU,-3,13319
2016,Q4,12,327,326,SOUTH,PUDUCHERRY,0,327
2016,Q4,12,8,8,SOUTH,LAKSHADWEEP,0,8
2016,Q4,12,3729,3534,EAST,BIHAR,-195,3729
2016,Q4,12,2507,2507,EAST,DVC,0,2507
2016,Q4,12,1194,1194,EAST,JARKHAND,0,1194
2016,Q4,12,3837,3837,EAST,ORISSA,0,3837
2016,Q4,12,6210,6207,EAST,WEST BENGAL,-3,6210
2016,Q4,12,91,91,EAST,SIKKAM,0,91
2016,Q4,12,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2016,Q4,12,131,129,NE,ARUNACHAL PRADESH,-2,131
2016,Q4,12,1388,1388,NE,ASSAM,0,1388
2016,Q4,12,161,157,NE,MANIPUR,-4,161
2016,Q4,12,309,309,NE,MEGHALAYA,0,309
2016,Q4,12,97,96,NE,MIZORAM,-1,97
2016,Q4,12,127,127,NE,NAGALAND,0,127
2016,Q4,12,230,230,NE,TRIPURA,0,230
2017,Q1,1,246,246,NORTH,CHANDIGARH,0,246
2017,Q1,1,4168,4168,NORTH,DELHI,0,4168
2017,Q1,1,6815,6815,NORTH,HARYANA,0,6815
2017,Q1,1,1492,1492,NORTH,HIMACHAL PRADESH,0,1492
2017,Q1,1,2675,2140,NORTH,JAMMU & KASHMIR,-535,2675
2017,Q1,1,5954,5954,NORTH,PUNJAB,0,5954
2017,Q1,1,10348,10348,NORTH,RAJASTAN,0,10348
2017,Q1,1,14344,14344,NORTH,UTTAR PRADESH,0,14344
2017,Q1,1,2037,2037,NORTH,UTTARAKHAND,0,2037
2017,Q1,1,3308,3110,WEST,CHATTISGARH,-197,3308
2017,Q1,1,13188,13174,WEST,GUJARAT,-14,13188
2017,Q1,1,11353,11353,WEST,MADYA PRADESH,0,11353
2017,Q1,1,20315,20300,WEST,MAHARASTRA,-15,20315
2017,Q1,1,312,312,WEST,DAMAN AND DIU,0,312
2017,Q1,1,743,743,WEST,DADRA AND NAGAR HAVELI,0,743
2017,Q1,1,482,432,WEST,GOA,-50,482
2017,Q1,1,7372,7367,SOUTH,ANDRA PRADESH,-5,7372
2017,Q1,1,9577,9530,SOUTH, KARNATAKA,-47,9577
2017,Q1,1,3594,3594,SOUTH,KERALA,0,3594
2017,Q1,1,13705,13685,SOUTH,TAMILNADU,-20,13705
2017,Q1,1,329,329,SOUTH,PUDUCHERRY,0,329
2017,Q1,1,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q1,1,3810,3701,EAST,BIHAR,-109,3810
2017,Q1,1,2721,2721,EAST,DVC,0,2721
2017,Q1,1,1211,1211,EAST,JARKHAND,0,1211
2017,Q1,1,3720,3720,EAST,ORISSA,0,3720
2017,Q1,1,6630,6604,EAST,WEST BENGAL,-26,6630
2017,Q1,1,91,91,EAST,SIKKAM,0,91
2017,Q1,1,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2017,Q1,1,122,120,NE,ARUNACHAL PRADESH,-2,122
2017,Q1,1,1466,1464,NE,ASSAM,-1,1466
2017,Q1,1,163,163,NE,MANIPUR,0,163
2017,Q1,1,331,331,NE,MEGHALAYA,0,331
2017,Q1,1,98,98,NE,MIZORAM,0,98
2017,Q1,1,122,121,NE,NAGALAND,-1,122
2017,Q1,1,224,223,NE,TRIPURA,-1,224
2017,Q1,2,217,217,NORTH,CHANDIGARH,0,217
2017,Q1,2,3882,3882,NORTH,DELHI,0,3882
2017,Q1,2,6556,6556,NORTH,HARYANA,0,6556
2017,Q1,2,1479,1479,NORTH,HIMACHAL PRADESH,0,1479
2017,Q1,2,2622,2098,NORTH,JAMMU & KASHMIR,-524,2622
2017,Q1,2,6475,6475,NORTH,PUNJAB,0,6475
2017,Q1,2,10527,10322,NORTH,RAJASTAN,-205,10527
2017,Q1,2,14133,14133,NORTH,UTTAR PRADESH,0,14133
2017,Q1,2,1973,1973,NORTH,UTTARAKHAND,0,1973
2017,Q1,2,3397,3389,WEST,CHATTISGARH,-8,3397
2017,Q1,2,13359,13354,WEST,GUJARAT,-5,13359
2017,Q1,2,10915,10904,WEST,MADYA PRADESH,-12,10915
2017,Q1,2,21281,21204,WEST,MAHARASTRA,-76,21281
2017,Q1,2,281,281,WEST,DAMAN AND DIU,0,281
2017,Q1,2,671,671,WEST,DADRA AND NAGAR HAVELI,0,671
2017,Q1,2,515,515,WEST,GOA,0,515
2017,Q1,2,7541,7522,SOUTH,ANDRA PRADESH,-19,7541
2017,Q1,2,10261,10242,SOUTH, KARNATAKA,-19,10261
2017,Q1,2,3696,3688,SOUTH,KERALA,-7,3696
2017,Q1,2,13647,13640,SOUTH,TAMILNADU,-7,13647
2017,Q1,2,344,344,SOUTH,PUDUCHERRY,0,344
2017,Q1,2,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q1,2,3810,3543,EAST,BIHAR,-267,3810
2017,Q1,2,2570,2570,EAST,DVC,0,2570
2017,Q1,2,1165,1165,EAST,JARKHAND,0,1165
2017,Q1,2,3847,3847,EAST,ORISSA,0,3847
2017,Q1,2,7041,7036,EAST,WEST BENGAL,-5,7041
2017,Q1,2,91,91,EAST,SIKKAM,0,91
2017,Q1,2,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2017,Q1,2,139,135,NE,ARUNACHAL PRADESH,-4,139
2017,Q1,2,1398,1396,NE,ASSAM,-3,1398
2017,Q1,2,163,162,NE,MANIPUR,-1,163
2017,Q1,2,300,300,NE,MEGHALAYA,-1,300
2017,Q1,2,95,93,NE,MIZORAM,-2,95
2017,Q1,2,148,147,NE,NAGALAND,-1,148
2017,Q1,2,223,223,NE,TRIPURA,0,223
2017,Q1,3,214,214,NORTH,CHANDIGARH,0,214
2017,Q1,3,4139,4139,NORTH,DELHI,0,4139
2017,Q1,3,6668,6668,NORTH,HARYANA,0,6668
2017,Q1,3,1499,1499,NORTH,HIMACHAL PRADESH,0,1499
2017,Q1,3,2542,2033,NORTH,JAMMU & KASHMIR,-509,2542
2017,Q1,3,6536,6536,NORTH,PUNJAB,0,6536
2017,Q1,3,9859,9859,NORTH,RAJASTAN,0,9859
2017,Q1,3,16110,16110,NORTH,UTTAR PRADESH,0,16110
2017,Q1,3,1843,1843,NORTH,UTTARAKHAND,0,1843
2017,Q1,3,3708,3642,WEST,CHATTISGARH,-65,3708
2017,Q1,3,14724,14719,WEST,GUJARAT,-5,14724
2017,Q1,3,9848,9831,WEST,MADYA PRADESH,-18,9848
2017,Q1,3,22516,22207,WEST,MAHARASTRA,-309,22516
2017,Q1,3,334,334,WEST,DAMAN AND DIU,0,334
2017,Q1,3,753,753,WEST,DADRA AND NAGAR HAVELI,0,753
2017,Q1,3,546,530,WEST,GOA,-16,546
2017,Q1,3,7660,7660,SOUTH,ANDRA PRADESH,0,7660
2017,Q1,3,10187,10170,SOUTH, KARNATAKA,-17,10187
2017,Q1,3,3807,3798,SOUTH,KERALA,-9,3807
2017,Q1,3,14250,14223,SOUTH,TAMILNADU,-27,14250
2017,Q1,3,354,354,SOUTH,PUDUCHERRY,0,354
2017,Q1,3,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q1,3,3815,3715,EAST,BIHAR,-100,3815
2017,Q1,3,2663,2663,EAST,DVC,0,2663
2017,Q1,3,1148,1148,EAST,JARKHAND,0,1148
2017,Q1,3,3989,3989,EAST,ORISSA,0,3989
2017,Q1,3,7864,7840,EAST,WEST BENGAL,-24,7864
2017,Q1,3,91,91,EAST,SIKKAM,0,91
2017,Q1,3,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2017,Q1,3,139,138,NE,ARUNACHAL PRADESH,-1,139
2017,Q1,3,1392,1391,NE,ASSAM,-1,1392
2017,Q1,3,160,158,NE,MANIPUR,-2,160
2017,Q1,3,298,298,NE,MEGHALAYA,0,298
2017,Q1,3,96,94,NE,MIZORAM,-2,96
2017,Q1,3,123,122,NE,NAGALAND,-1,123
2017,Q1,3,228,228,NE,TRIPURA,0,228
2017,Q2,4,321,321,NORTH,CHANDIGARH,0,321
2017,Q2,4,5688,5685,NORTH,DELHI,3,5688
2017,Q2,4,7463,7463,NORTH,HARYANA,0,7463
2017,Q2,4,1329,1329,NORTH,HIMACHAL PRADESH,0,1329
2017,Q2,4,2577,2062,NORTH,JAMMU & KASHMIR,515,2577
2017,Q2,4,8078,8078,NORTH,PUNJAB,0,8078
2017,Q2,4,9187,9155,NORTH,RAJASTAN,32,9187
2017,Q2,4,17332,17332,NORTH,UTTAR PRADESH,0,17332
2017,Q2,4,1917,1917,NORTH,UTTARAKHAND,0,1917
2017,Q2,4,3888,3887,WEST,CHATTISGARH,1,3888
2017,Q2,4,15285,15285,WEST,GUJARAT,0,15285
2017,Q2,4,8402,8402,WEST,MADYA PRADESH,0,8402
2017,Q2,4,22542,22494,WEST,MAHARASTRA,48,22542
2017,Q2,4,334,334,WEST,DAMAN AND DIU,0,334
2017,Q2,4,753,753,WEST,DADRA AND NAGAR HAVELI,0,753
2017,Q2,4,558,557,WEST,GOA,1,558
2017,Q2,4,7860,7848,SOUTH,ANDRA PRADESH,12,7860
2017,Q2,4,9992,9987,SOUTH, KARNATAKA,5,9992
2017,Q2,4,3885,3862,SOUTH,KERALA,22,3885
2017,Q2,4,15001,14975,SOUTH,TAMILNADU,26,15001
2017,Q2,4,388,387,SOUTH,PUDUCHERRY,0,388
2017,Q2,4,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q2,4,3926,3904,EAST,BIHAR,22,3926
2017,Q2,4,2651,2651,EAST,DVC,0,2651
2017,Q2,4,1197,1197,EAST,JARKHAND,0,1197
2017,Q2,4,4227,4227,EAST,ORISSA,0,4227
2017,Q2,4,7820,7793,EAST,WEST BENGAL,27,7820
2017,Q2,4,91,91,EAST,SIKKAM,0,91
2017,Q2,4,40,32,EAST,ANDAMAN-NICOBAR,8,40
2017,Q2,4,133,129,NE,ARUNACHAL PRADESH,4,133
2017,Q2,4,1414,1399,NE,ASSAM,15,1414
2017,Q2,4,155,154,NE,MANIPUR,1,155
2017,Q2,4,291,291,NE,MEGHALAYA,0,291
2017,Q2,4,86,85,NE,MIZORAM,1,86
2017,Q2,4,121,120,NE,NAGALAND,1,121
2017,Q2,4,252,252,NE,TRIPURA,0,252
2017,Q2,5,340,340,NORTH,CHANDIGARH,0,340
2017,Q2,5,6021,6021,NORTH,DELHI,0,6021
2017,Q2,5,7780,7780,NORTH,HARYANA,0,7780
2017,Q2,5,1349,1349,NORTH,HIMACHAL PRADESH,0,1349
2017,Q2,5,2668,2134,NORTH,JAMMU & KASHMIR,534,2668
2017,Q2,5,8229,8229,NORTH,PUNJAB,0,8229
2017,Q2,5,10305,10305,NORTH,RAJASTAN,0,10305
2017,Q2,5,18646,17819,NORTH,UTTAR PRADESH,827,18646
2017,Q2,5,1992,1992,NORTH,UTTARAKHAND,0,1992
2017,Q2,5,3737,3713,WEST,CHATTISGARH,24,3737
2017,Q2,5,15325,15325,WEST,GUJARAT,0,15325
2017,Q2,5,8227,8227,WEST,MADYA PRADESH,0,8227
2017,Q2,5,21874,21778,WEST,MAHARASTRA,96,21874
2017,Q2,5,339,339,WEST,DAMAN AND DIU,0,339
2017,Q2,5,768,768,WEST,DADRA AND NAGAR HAVELI,0,768
2017,Q2,5,505,504,WEST,GOA,1,505
2017,Q2,5,7914,7882,SOUTH,ANDRA PRADESH,32,7914
2017,Q2,5,9376,9358,SOUTH, KARNATAKA,17,9376
2017,Q2,5,3889,3837,SOUTH,KERALA,52,3889
2017,Q2,5,14749,14743,SOUTH,TAMILNADU,6,14749
2017,Q2,5,379,379,SOUTH,PUDUCHERRY,0,379
2017,Q2,5,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q2,5,4122,4021,EAST,BIHAR,101,4122
2017,Q2,5,2684,2684,EAST,DVC,0,2684
2017,Q2,5,1211,1211,EAST,JARKHAND,0,1211
2017,Q2,5,4208,4208,EAST,ORISSA,0,4208
2017,Q2,5,7515,7495,EAST,WEST BENGAL,20,7515
2017,Q2,5,78,78,EAST,SIKKAM,0,78
2017,Q2,5,40,32,EAST,ANDAMAN-NICOBAR,8,40
2017,Q2,5,145,145,NE,ARUNACHAL PRADESH,145,145
2017,Q2,5,1649,1580,NE,ASSAM,1580,1649
2017,Q2,5,163,161,NE,MANIPUR,161,163
2017,Q2,5,304,304,NE,MEGHALAYA,304,304
2017,Q2,5,86,85,NE,MIZORAM,85,86
2017,Q2,5,132,131,NE,NAGALAND,131,132
2017,Q2,5,280,276,NE,TRIPURA,276,280
2017,Q2,6,356,356,NORTH,CHANDIGARH,0,356
2017,Q2,6,6553,6526,NORTH,DELHI,27,6553
2017,Q2,6,8912,8912,NORTH,HARYANA,0,8912
2017,Q2,6,1377,1377,NORTH,HIMACHAL PRADESH,0,1377
2017,Q2,6,2768,2214,NORTH,JAMMU & KASHMIR,554,2768
2017,Q2,6,11024,11024,NORTH,PUNJAB,0,11024
2017,Q2,6,10347,10347,NORTH,RAJASTAN,0,10347
2017,Q2,6,18827,18061,NORTH,UTTAR PRADESH,766,18827
2017,Q2,6,2027,2027,NORTH,UTTARAKHAND,0,2027
2017,Q2,6,3388,3203,WEST,CHATTISGARH,184,3388
2017,Q2,6,15695,15695,WEST,GUJARAT,0,15695
2017,Q2,6,7640,7610,WEST,MADYA PRADESH,30,7640
2017,Q2,6,20623,20520,WEST,MAHARASTRA,103,20623
2017,Q2,6,342,342,WEST,DAMAN AND DIU,0,342
2017,Q2,6,771,771,WEST,DADRA AND NAGAR HAVELI,0,771
2017,Q2,6,465,464,WEST,GOA,1,465
2017,Q2,6,8020,8000,SOUTH,ANDRA PRADESH,20,8020
2017,Q2,6,8648,8612,SOUTH, KARNATAKA,36,8648
2017,Q2,6,3597,3597,SOUTH,KERALA,0,3597
2017,Q2,6,14316,14274,SOUTH,TAMILNADU,42,14316
2017,Q2,6,380,379,SOUTH,PUDUCHERRY,0,380
2017,Q2,6,9,9,SOUTH,LAKSHADWEEP,0,9
2017,Q2,6,4394,4131,EAST,BIHAR,263,4394
2017,Q2,6,2518,2518,EAST,DVC,0,2518
2017,Q2,6,1228,1228,EAST,JARKHAND,0,1228
2017,Q2,6,3929,3929,EAST,ORISSA,0,3929
2017,Q2,6,7782,7768,EAST,WEST BENGAL,14,7782
2017,Q2,6,78,78,EAST,SIKKAM,0,78
2017,Q2,6,58,54,EAST,ANDAMAN-NICOBAR,4,58
2017,Q2,6,124,123,NE,ARUNACHAL PRADESH,1,124
2017,Q2,6,1744,1623,NE,ASSAM,121,1744
2017,Q2,6,156,155,NE,MANIPUR,1,156
2017,Q2,6,272,272,NE,MEGHALAYA,0,272
2017,Q2,6,82,77,NE,MIZORAM,5,82
2017,Q2,6,147,146,NE,NAGALAND,1,147
2017,Q2,6,304,304,NE,TRIPURA,0,304
2017,Q3,7,363,132,NORTH,CHANDIGARH,0,363
2017,Q3,7,6127,1675,NORTH,DELHI,6,6127
2017,Q3,7,9539,161,NORTH,HARYANA,0,9539
2017,Q3,7,1346,305,NORTH,HIMACHAL PRADESH,0,1346
2017,Q3,7,2643,84,NORTH,JAMMU & KASHMIR,529,2643
2017,Q3,7,11705,140,NORTH,PUNJAB,0,11705
2017,Q3,7,9795,307,NORTH,RAJASTAN,0,9795
2017,Q3,7,18704,17394,NORTH,UTTAR PRADESH,1310,18704
2017,Q3,7,1971,1971,NORTH,UTTARAKHAND,0,1971
2017,Q3,7,3758,3553,WEST,CHATTISGARH,205,3758
2017,Q3,7,11954,11946,WEST,GUJARAT,9,11954
2017,Q3,7,7290,7243,WEST,MADYA PRADESH,47,7290
2017,Q3,7,19339,19290,WEST,MAHARASTRA,49,19339
2017,Q3,7,322,322,WEST,DAMAN AND DIU,0,322
2017,Q3,7,790,790,WEST,DADRA AND NAGAR HAVELI,0,790
2017,Q3,7,559,558,WEST,GOA,1,559
2017,Q3,7,7968,7933,SOUTH,ANDRA PRADESH,35,7968
2017,Q3,7,8980,8978,SOUTH, KARNATAKA,2,8980
2017,Q3,7,3667,3452,SOUTH,KERALA,215,3667
2017,Q3,7,14689,14663,SOUTH,TAMILNADU,26,14689
2017,Q3,7,384,378,SOUTH,PUDUCHERRY,6,384
2017,Q3,7,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q3,7,4182,4113,EAST,BIHAR,69,4182
2017,Q3,7,2592,2592,EAST,DVC,0,2592
2017,Q3,7,1203,1203,EAST,JARKHAND,0,1203
2017,Q3,7,4154,4154,EAST,ORISSA,0,4154
2017,Q3,7,7685,7671,EAST,WEST BENGAL,14,7685
2017,Q3,7,78,78,EAST,SIKKAM,0,78
2017,Q3,7,58,54,EAST,ANDAMAN-NICOBAR,4,58
2017,Q3,7,132,131,NE,ARUNACHAL PRADESH,1,132
2017,Q3,7,1675,1645,NE,ASSAM,30,1675
2017,Q3,7,161,158,NE,MANIPUR,3,161
2017,Q3,7,305,303,NE,MEGHALAYA,2,305
2017,Q3,7,84,82,NE,MIZORAM,2,84
2017,Q3,7,140,136,NE,NAGALAND,4,140
2017,Q3,7,307,302,NE,TRIPURA,5,307
2017,Q3,8,335,335,NORTH,CHANDIGARH,0,335
2017,Q3,8,6133,6129,NORTH,DELHI,4,6133
2017,Q3,8,9671,9501,NORTH,HARYANA,170,9671
2017,Q3,8,1369,1369,NORTH,HIMACHAL PRADESH,0,1369
2017,Q3,8,2671,2137,NORTH,JAMMU & KASHMIR,534,2671
2017,Q3,8,11074,11074,NORTH,PUNJAB,0,11074
2017,Q3,8,10293,10293,NORTH,RAJASTAN,0,10293
2017,Q3,8,20274,17719,NORTH,UTTAR PRADESH,2555,20274
2017,Q3,8,1987,1987,NORTH,UTTARAKHAND,0,1987
2017,Q3,8,4035,3814,WEST,CHATTISGARH,221,4035
2017,Q3,8,14689,14689,WEST,GUJARAT,0,14689
2017,Q3,8,8249,8186,WEST,MADYA PRADESH,63,8249
2017,Q3,8,20015,19951,WEST,MAHARASTRA,65,20015
2017,Q3,8,336,336,WEST,DAMAN AND DIU,0,336
2017,Q3,8,790,790,WEST,DADRA AND NAGAR HAVELI,0,790
2017,Q3,8,558,558,WEST,GOA,0,558
2017,Q3,8,7461,7448,SOUTH,ANDRA PRADESH,13,7461
2017,Q3,8,8970,8970,SOUTH, KARNATAKA,0,8970
2017,Q3,8,3634,3490,SOUTH,KERALA,144,3634
2017,Q3,8,13818,13780,SOUTH,TAMILNADU,38,13818
2017,Q3,8,390,366,SOUTH,PUDUCHERRY,23,390
2017,Q3,8,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q3,8,4167,4042,EAST,BIHAR,125,4167
2017,Q3,8,2538,2538,EAST,DVC,0,2538
2017,Q3,8,1260,1260,EAST,JARKHAND,0,1260
2017,Q3,8,4210,4210,EAST,ORISSA,0,4210
2017,Q3,8,7787,7757,EAST,WEST BENGAL,30,7787
2017,Q3,8,86,86,EAST,SIKKAM,0,86
2017,Q3,8,58,54,EAST,ANDAMAN-NICOBAR,4,58
2017,Q3,8,132,130,NE,ARUNACHAL PRADESH,2,132
2017,Q3,8,1735,1684,NE,ASSAM,51,1735
2017,Q3,8,164,163,NE,MANIPUR,1,164
2017,Q3,8,297,297,NE,MEGHALAYA,0,297
2017,Q3,8,84,81,NE,MIZORAM,3,84
2017,Q3,8,138,137,NE,NAGALAND,1,138
2017,Q3,8,312,307,NE,TRIPURA,5,312
2017,Q3,9,287,287,NORTH,CHANDIGARH,0,287
2017,Q3,9,5661,5661,NORTH,DELHI,0,5661
2017,Q3,9,9215,8932,NORTH,HARYANA,283,9215
2017,Q3,9,1413,1413,NORTH,HIMACHAL PRADESH,0,1413
2017,Q3,9,2704,2163,NORTH,JAMMU & KASHMIR,541,2704
2017,Q3,9,9939,9939,NORTH,PUNJAB,0,9939
2017,Q3,9,9900,9900,NORTH,RAJASTAN,0,9900
2017,Q3,9,20007,17902,NORTH,UTTAR PRADESH,2105,20007
2017,Q3,9,2033,2033,NORTH,UTTARAKHAND,0,2033
2017,Q3,9,4169,3817,WEST,CHATTISGARH,352,4169
2017,Q3,9,15498,15498,WEST,GUJARAT,0,15498
2017,Q3,9,8251,8231,WEST,MADYA PRADESH,20,8251
2017,Q3,9,19490,19428,WEST,MAHARASTRA,63,19490
2017,Q3,9,351,351,WEST,DAMAN AND DIU,0,351
2017,Q3,9,790,790,WEST,DADRA AND NAGAR HAVELI,0,790
2017,Q3,9,509,508,WEST,GOA,1,509
2017,Q3,9,8063,7992,SOUTH,ANDRA PRADESH,71,8063
2017,Q3,9,8450,8407,SOUTH, KARNATAKA,43,8450
2017,Q3,9,3548,3529,SOUTH,KERALA,19,3548
2017,Q3,9,13927,13879,SOUTH,TAMILNADU,48,13927
2017,Q3,9,375,367,SOUTH,PUDUCHERRY,8,375
2017,Q3,9,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q3,9,4437,4428,EAST,BIHAR,9,4437
2017,Q3,9,2785,2749,EAST,DVC,36,2785
2017,Q3,9,1212,1212,EAST,JARKHAND,0,1212
2017,Q3,9,4325,4325,EAST,ORISSA,0,4325
2017,Q3,9,8137,8114,EAST,WEST BENGAL,23,8137
2017,Q3,9,87,87,EAST,SIKKAM,0,87
2017,Q3,9,58,54,EAST,ANDAMAN-NICOBAR,4,58
2017,Q3,9,135,128,NE,ARUNACHAL PRADESH,7,135
2017,Q3,9,1770,1718,NE,ASSAM,52,1770
2017,Q3,9,166,165,NE,MANIPUR,1,166
2017,Q3,9,325,325,NE,MEGHALAYA,0,325
2017,Q3,9,87,85,NE,MIZORAM,2,87
2017,Q3,9,147,141,NE,NAGALAND,6,147
2017,Q3,9,342,342,NE,TRIPURA,0,342
2017,Q4,10,244,244,NORTH,CHANDIGARH,0,4723
2017,Q4,10,7860,4723,NORTH,DELHI,0,7860
2017,Q4,10,1425,7860,NORTH,HARYANA,0,1425
2017,Q4,10,2579,1425,NORTH,HIMACHAL PRADESH,0,2579
2017,Q4,10,8337,2063,NORTH,JAMMU & KASHMIR,516,8337
2017,Q4,10,10357,8337,NORTH,PUNJAB,0,10357
2017,Q4,10,17966,10357,NORTH,RAJASTAN,0,17966
2017,Q4,10,1920,17966,NORTH,UTTAR PRADESH,0,1920
2017,Q4,10,3651,1920,NORTH,UTTARAKHAND,0,3651
2017,Q4,10,16590,3635,WEST,CHATTISGARH,16,16590
2017,Q4,10,10465,16590,WEST,GUJARAT,0,10465
2017,Q4,10,20310,10453,WEST,MADYA PRADESH,13,20310
2017,Q4,10,349,18248,WEST,MAHARASTRA,2062,349
2017,Q4,10,790,349,WEST,DAMAN AND DIU,0,790
2017,Q4,10,542,790,WEST,DADRA AND NAGAR HAVELI,0,542
2017,Q4,10,7768,517,WEST,GOA,25,7768
2017,Q4,10,7557,7750,SOUTH,ANDRA PRADESH,18,7557
2017,Q4,10,8404,8404,SOUTH, KARNATAKA,0,8404
2017,Q4,10,3745,3535,SOUTH,KERALA,211,3745
2017,Q4,10,13522,13485,SOUTH,TAMILNADU,38,13522
2017,Q4,10,371,369,SOUTH,PUDUCHERRY,2,371
2017,Q4,10,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q4,10,4521,4515,EAST,BIHAR,6,4521
2017,Q4,10,2573,2573,EAST,DVC,0,2573
2017,Q4,10,1206,1206,EAST,JARKHAND,0,1206
2017,Q4,10,4370,4370,EAST,ORISSA,0,4370
2017,Q4,10,7785,7777,EAST,WEST BENGAL,8,7785
2017,Q4,10,90,90,EAST,SIKKAM,0,90
2017,Q4,10,58,54,EAST,ANDAMAN-NICOBAR,4,58
2017,Q4,10,145,139,NE,ARUNACHAL PRADESH,6,145
2017,Q4,10,1822,1745,NE,ASSAM,77,1822
2017,Q4,10,174,170,NE,MANIPUR,4,174
2017,Q4,10,300,300,NE,MEGHALAYA,0,300
2017,Q4,10,88,86,NE,MIZORAM,2,88
2017,Q4,10,137,135,NE,NAGALAND,2,137
2017,Q4,10,339,327,NE,TRIPURA,12,339
2017,Q4,11,189,189,NORTH,CHANDIGARH,0,189
2017,Q4,11,3965,3965,NORTH,DELHI,0,3965
2017,Q4,11,6593,6593,NORTH,HARYANA,0,6593
2017,Q4,11,1491,1491,NORTH,HIMACHAL PRADESH,0,1491
2017,Q4,11,2485,1988,NORTH,JAMMU & KASHMIR,497,2485
2017,Q4,11,5713,5713,NORTH,PUNJAB,0,5713
2017,Q4,11,11215,11215,NORTH,RAJASTAN,0,11215
2017,Q4,11,14292,13247,NORTH,UTTAR PRADESH,1044,14292
2017,Q4,11,1886,1886,NORTH,UTTARAKHAND,0,1886
2017,Q4,11,3250,3231,WEST,CHATTISGARH,19,3250
2017,Q4,11,14745,14735,WEST,GUJARAT,11,14745
2017,Q4,11,11829,11797,WEST,MADYA PRADESH,32,11829
2017,Q4,11,21050,21012,WEST,MAHARASTRA,38,21050
2017,Q4,11,336,336,WEST,DAMAN AND DIU,0,336
2017,Q4,11,781,781,WEST,DADRA AND NAGAR HAVELI,0,781
2017,Q4,11,519,494,WEST,GOA,25,519
2017,Q4,11,8178,8166,SOUTH,ANDRA PRADESH,12,8178
2017,Q4,11,9715,9688,SOUTH, KARNATAKA,27,9715
2017,Q4,11,3647,3645,SOUTH,KERALA,2,3647
2017,Q4,11,14244,14222,SOUTH,TAMILNADU,22,14244
2017,Q4,11,350,350,SOUTH,PUDUCHERRY,0,350
2017,Q4,11,8,8,SOUTH,LAKSHADWEEP,0,8
2017,Q4,11,3917,3917,EAST,BIHAR,0,3917
2017,Q4,11,2731,2731,EAST,DVC,0,2731
2017,Q4,11,1245,1245,EAST,JARKHAND,0,1245
2017,Q4,11,4108,4108,EAST,ORISSA,0,4108
2017,Q4,11,6612,6610,EAST,WEST BENGAL,2,6612
2017,Q4,11,96,96,EAST,SIKKAM,0,96
2017,Q4,11,58,54,EAST,ANDAMAN-NICOBAR,4,58
2017,Q4,11,144,136,NE,ARUNACHAL PRADESH,8,144
2017,Q4,11,1515,1478,NE,ASSAM,37,1515
2017,Q4,11,180,178,NE,MANIPUR,2,180
2017,Q4,11,339,339,NE,MEGHALAYA,0,339
2017,Q4,11,95,90,NE,MIZORAM,5,95
2017,Q4,11,132,132,NE,NAGALAND,1,132
2017,Q4,11,276,276,NE,TRIPURA,0,276
2017,Q4,12,218,218,NORTH,CHANDIGARH,0,218
2017,Q4,12,4008,4008,NORTH,DELHI,0,4008
2017,Q4,12,7042,7042,NORTH,HARYANA,0,7042
2017,Q4,12,1560,1560,NORTH,HIMACHAL PRADESH,0,1560
2017,Q4,12,2758,2206,NORTH,JAMMU & KASHMIR,552,2758
2017,Q4,12,6016,6016,NORTH,PUNJAB,0,6016
2017,Q4,12,11290,11290,NORTH,RAJASTAN,0,11290
2017,Q4,12,14762,14427,NORTH,UTTAR PRADESH,335,14762
2017,Q4,12,2025,2025,NORTH,UTTARAKHAND,0,2025
2017,Q4,12,3202,3202,WEST,CHATTISGARH,0,3202
2017,Q4,12,14723,14664,WEST,GUJARAT,59,14723
2017,Q4,12,12338,12301,WEST,MADYA PRADESH,37,12338
2017,Q4,12,19971,19956,WEST,MAHARASTRA,14,19971
2017,Q4,12,362,362,WEST,DAMAN AND DIU,0,362
2017,Q4,12,766,766,WEST,DADRA AND NAGAR HAVELI,0,766
2017,Q4,12,515,490,WEST,GOA,25,515
2017,Q4,12,8409,8400,SOUTH,ANDRA PRADESH,9,8409
2017,Q4,12,10144,10100,SOUTH, KARNATAKA,44,10144
2017,Q4,12,3629,3553,SOUTH,KERALA,76,3629
2017,Q4,12,13659,13648,SOUTH,TAMILNADU,11,13659
2017,Q4,12,345,345,SOUTH,PUDUCHERRY,0,345
